date,open,close,high,low,volume,amount,symbol
2023-02-23,8.07,8.26,8.31,8.03,136306,125974007.16,002772.SZ
2023-02-24,8.15,8.05,8.22,8.02,107671,98116218.87,002772.SZ
2023-02-27,8.02,8.22,8.35,7.99,153285,142209277.22,002772.SZ
2023-02-28,8.22,8.27,8.3,8.12,78968,72926796.0,002772.SZ
2023-03-01,8.22,8.33,8.35,8.18,96668,90027932.57,002772.SZ
2023-03-02,8.36,8.24,8.42,8.22,86082,80259125.6,002772.SZ
2023-03-03,8.3,8.26,8.5,8.22,126670,118604058.25,002772.SZ
2023-03-06,8.22,8.53,8.62,8.22,163744,155350135.7,002772.SZ
2023-03-07,8.56,8.33,8.77,8.3,135663,129145466.22,002772.SZ
2023-03-08,8.29,8.29,8.4,8.21,82100,76391751.67,002772.SZ
2023-03-09,8.27,8.17,8.31,8.13,70566,65153248.14,002772.SZ
2023-03-10,8.12,8.07,8.17,8.03,66159,60314399.0,002772.SZ
2023-03-13,8.07,8.07,8.11,7.94,78476,71029841.09,002772.SZ
2023-03-14,8.04,7.8,8.16,7.67,111013,98736464.92,002772.SZ
2023-03-15,7.89,7.95,8.0,7.83,55534,49704548.0,002772.SZ
2023-03-16,7.93,8.27,8.48,7.9,205089,190262644.11,002772.SZ
2023-03-17,8.27,8.15,8.3,8.08,137005,125894110.29,002772.SZ
2023-03-20,8.15,8.03,8.15,7.86,103166,92877385.6,002772.SZ
2023-03-21,7.98,7.93,8.02,7.87,110651,98924060.64,002772.SZ
2023-03-22,7.96,7.92,8.16,7.89,119056,107599197.99,002772.SZ
2023-03-23,7.94,7.72,7.95,7.69,113717,99976957.84,002772.SZ
2023-03-24,7.72,7.76,7.85,7.69,72214,63449895.0,002772.SZ
2023-03-27,7.76,7.5,7.76,7.43,109247,93496718.0,002772.SZ
2023-03-28,7.52,7.52,7.61,7.47,51529,44040405.04,002772.SZ
2023-03-29,7.55,7.54,7.79,7.49,80703,69619736.5,002772.SZ
2023-03-30,7.53,7.4,7.53,7.31,71099,59768246.68,002772.SZ
2023-03-31,7.44,7.53,7.59,7.44,74567,63798833.36,002772.SZ
2023-04-03,7.65,7.83,8.04,7.59,159065,141484286.51,002772.SZ
2023-04-04,7.82,8.02,8.09,7.82,145164,130908349.82,002772.SZ
2023-04-06,8.02,7.92,8.14,7.87,77176,69331671.6,002772.SZ
2023-04-07,8.03,8.45,8.52,7.98,244559,229412589.66,002772.SZ
2023-04-10,8.54,8.59,8.69,8.29,210014,200391295.48,002772.SZ
2023-04-11,9.55,9.55,9.55,9.55,54649,57818684.32,002772.SZ
2023-04-12,10.57,10.61,10.61,10.2,650498,751608233.12,002772.SZ
2023-04-13,10.82,10.23,10.9,10.16,665008,767486156.2,002772.SZ
2023-04-14,10.23,10.0,10.35,9.82,379571,420288019.82,002772.SZ
2023-04-17,9.97,9.98,10.13,9.89,235154,259987582.09,002772.SZ
2023-04-18,9.92,9.84,9.97,9.64,246722,266923601.82,002772.SZ
2023-04-19,9.92,10.08,10.31,9.89,280625,312104135.63,002772.SZ
2023-04-20,9.95,10.14,10.2,9.83,199661,221293302.26,002772.SZ
2023-04-21,10.17,10.21,10.53,10.02,303069,342310431.14,002772.SZ
2023-04-24,10.42,10.14,10.55,9.95,222865,249147943.16,002772.SZ
2023-04-25,9.96,10.28,10.41,9.96,205440,231008952.09,002772.SZ
2023-04-26,10.1,9.95,10.23,9.82,184128,202930291.41,002772.SZ
2023-04-27,9.85,9.83,10.04,9.78,124334,135622404.14,002772.SZ
2023-04-28,9.82,9.87,10.01,9.8,101150,110453598.95,002772.SZ
2023-05-04,9.87,10.08,10.1,9.73,134370,147839302.43,002772.SZ
2023-05-05,10.0,9.9,10.0,9.68,117190,126953001.84,002772.SZ
2023-05-08,9.85,9.73,9.99,9.67,119392,128914388.28,002772.SZ
2023-05-09,9.73,9.58,9.79,9.54,94777,98364907.31,002772.SZ
2023-05-10,9.48,9.44,9.54,9.38,73326,74571577.09,002772.SZ
2023-05-11,9.51,9.45,9.61,9.36,71728,73236664.0,002772.SZ
2023-05-12,9.37,9.52,9.72,9.37,89951,92739538.28,002772.SZ
2023-05-15,9.56,9.65,9.66,9.38,69627,71478657.0,002772.SZ
2023-05-16,9.64,9.53,9.64,9.46,47683,48886811.33,002772.SZ
2023-05-17,9.46,9.71,9.76,9.43,78857,81692151.98,002772.SZ
2023-05-18,9.68,9.59,9.94,9.57,87009,90979225.88,002772.SZ
2023-05-19,9.59,9.78,9.92,9.46,98081,102434546.0,002772.SZ
2023-05-22,9.73,9.99,10.16,9.72,124699,133612766.84,002772.SZ
2023-05-23,9.99,9.64,10.02,9.63,79423,83577469.78,002772.SZ
2023-05-24,9.67,9.65,9.74,9.55,60365,62647167.0,002772.SZ
2023-05-25,9.6,9.57,9.72,9.43,56701,58371405.91,002772.SZ
2023-05-26,9.55,9.54,9.6,9.43,42583,43561700.68,002772.SZ
2023-05-29,9.57,9.51,9.74,9.47,70453,72697619.0,002772.SZ
2023-05-30,9.51,9.54,9.54,9.39,54154,55207788.15,002772.SZ
2023-05-31,9.54,9.62,9.85,9.52,56895,59222137.9,002772.SZ
2023-06-01,9.6,9.92,9.98,9.53,91223,96632127.92,002772.SZ
2023-06-02,9.91,9.78,9.96,9.75,63014,66500883.47,002772.SZ
2023-06-05,9.87,9.87,9.9,9.75,51454,54316275.88,002772.SZ
2023-06-06,9.81,9.77,9.99,9.73,67801,71786831.0,002772.SZ
2023-06-07,9.69,9.81,9.86,9.59,45361,47613622.0,002772.SZ
2023-06-08,9.76,10.05,10.17,9.72,107797,115899545.06,002772.SZ
2023-06-09,10.07,9.94,10.11,9.81,72201,77002158.54,002772.SZ
2023-06-12,9.97,9.94,10.04,9.77,77383,82258515.35,002772.SZ
2023-06-13,9.91,9.88,10.01,9.84,52322,55577924.24,002772.SZ
2023-06-14,9.88,9.87,10.02,9.79,61327,65207793.84,002772.SZ
2023-06-15,9.87,9.68,9.88,9.62,70746,73881899.51,002772.SZ
2023-06-16,9.72,9.75,9.87,9.69,67576,71124615.0,002772.SZ
2023-06-19,9.8,9.58,9.86,9.57,53935,56210388.26,002772.SZ
2023-06-20,9.58,9.44,9.65,9.43,47287,48441855.0,002772.SZ
2023-06-21,9.49,9.29,9.49,9.24,58423,58800445.61,002772.SZ
2023-06-26,9.27,9.15,9.34,9.15,64954,64798760.0,002772.SZ
2023-06-27,9.14,9.3,9.33,9.1,46625,46696372.0,002772.SZ
2023-06-28,9.27,9.38,9.4,9.13,45356,45365916.76,002772.SZ
2023-06-29,9.37,9.79,10.01,9.32,144392,152109504.72,002772.SZ
2023-06-30,9.78,10.57,10.65,9.78,270124,298040863.66,002772.SZ
2023-07-03,10.49,9.7,10.49,9.59,316447,335218975.81,002772.SZ
2023-07-04,9.58,9.52,9.62,9.24,191372,194111415.54,002772.SZ
2023-07-05,9.53,9.39,9.55,9.36,101489,102918346.13,002772.SZ
2023-07-06,9.38,9.44,9.46,9.29,83536,84530163.86,002772.SZ
2023-07-07,9.4,9.69,9.95,9.35,161432,167801697.57,002772.SZ
2023-07-10,9.78,9.67,9.96,9.5,108098,112588106.0,002772.SZ
2023-07-11,9.67,9.56,9.76,9.52,69388,71699356.5,002772.SZ
2023-07-12,9.53,9.39,9.69,9.38,124295,126930103.0,002772.SZ
2023-07-13,9.42,9.4,9.47,9.25,101646,102417328.0,002772.SZ
2023-07-14,9.37,9.34,9.43,9.3,66533,67135823.95,002772.SZ
2023-07-17,9.3,9.16,9.3,9.11,101611,100714536.0,002772.SZ
2023-07-18,9.16,9.07,9.21,9.03,94166,92437787.31,002772.SZ
2023-07-19,9.05,8.97,9.14,8.9,94623,92045587.16,002772.SZ
2023-07-20,8.97,8.77,9.03,8.73,89046,85177237.71,002772.SZ
2023-07-21,8.74,8.86,8.93,8.73,74926,71885420.2,002772.SZ
2023-07-24,8.86,8.82,8.89,8.79,53264,50989129.77,002772.SZ
2023-07-25,8.88,8.91,8.91,8.82,60951,58521654.92,002772.SZ
2023-07-26,8.87,8.79,8.91,8.76,74649,71268680.0,002772.SZ
2023-07-27,8.83,8.74,8.85,8.71,51284,48714288.0,002772.SZ
2023-07-28,8.7,8.8,8.82,8.63,60821,57574096.9,002772.SZ
2023-07-31,8.85,9.04,9.06,8.81,115795,112409299.36,002772.SZ
2023-08-01,9.01,9.01,9.07,8.95,70126,68195784.0,002772.SZ
