date,target_type,target,horizon,direction,strength,confidence,source_weight,title,source_url
2026-01-08,stock,002772.SZ,mid,bullish,3,0.74,1.0,众兴菌业:关于投资设立全资子公司的进展公告,https://data.eastmoney.com/notices/detail/002772/AN202601071816762859.html
2026-01-08,stock,002772.SZ,mid,bullish,3,0.74,1.0,众兴菌业:关于调剂担保额度及对外担保进展公告,https://data.eastmoney.com/notices/detail/002772/AN202601071816762860.html
2026-01-21,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:2026年第一次临时股东会决议公告,https://data.eastmoney.com/notices/detail/002772/AN202601201818160439.html
2026-01-21,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:关于变更签字注册会计师的公告,https://data.eastmoney.com/notices/detail/002772/AN202601201818160404.html
2026-01-21,stock,002772.SZ,mid,bullish,4,0.82,1.0,众兴菌业:关于注销回购股份减少注册资本暨通知债权人的公告,https://data.eastmoney.com/notices/detail/002772/AN202601201818160430.html
2026-01-21,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:国浩律师(北京)事务所关于天水众兴菌业科技股份有限公司2026年第一次临时股东会之法律意见书,https://data.eastmoney.com/notices/detail/002772/AN202601201818160452.html
2026-01-21,stock,002772.SZ,mid,bullish,4,0.9,1.0,众兴菌业公告拟注销回购股份并减少注册资本,
2026-01-27,stock,002772.SZ,mid,bullish,4,0.82,1.0,众兴菌业:2025年前三季度分红派息实施公告,https://data.eastmoney.com/notices/detail/002772/AN202601261818434528.html
2026-01-27,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:2025年度业绩预告,https://data.eastmoney.com/notices/detail/002772/AN202601261818434530.html
2026-01-28,stock,002772.SZ,mid,bullish,3,0.74,1.0,众兴菌业:关于使用部分闲置自有资金进行委托理财的进展公告,https://data.eastmoney.com/notices/detail/002772/AN202601271818467609.html
2026-02-04,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:关于受让控股子公司股权暨关联交易的公告,https://data.eastmoney.com/notices/detail/002772/AN202602031819632314.html
2026-02-04,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:关于调整2025年股票期权激励计划行权价格的公告,https://data.eastmoney.com/notices/detail/002772/AN202602031819632318.html
2026-02-04,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:国浩律师(北京)事务所关于天水众兴菌业科技股份有限公司2025年股票期权激励计划行权价格调整之法律意见书,https://data.eastmoney.com/notices/detail/002772/AN202602031819632322.html
2026-02-04,stock,002772.SZ,mid,neutral,2,0.62,1.0,众兴菌业:第五届董事会第二十二次会议决议公告,https://data.eastmoney.com/notices/detail/002772/AN202602031819632311.html
2026-02-07,stock,002772.SZ,mid,bullish,3,0.74,1.0,众兴菌业:关于对外担保进展公告,https://data.eastmoney.com/notices/detail/002772/AN202602061819809758.html
2026-02-07,stock,002772.SZ,mid,bearish,3,0.74,1.0,众兴菌业:关于控股股东、实际控制人部分股份解除质押的公告,https://data.eastmoney.com/notices/detail/002772/AN202602061819809759.html
