date,open,high,low,close,volume,amount
2018-01-01,37.39116369209464,37.73897384483508,37.19882531643921,37.43089383331144,412917.0354984165,15455853.717706919
2018-01-02,35.67903506702091,35.863478693291945,35.50101982462833,35.66389263454362,418343.11941794376,14919744.095321607
2018-01-03,35.986870709751564,36.369418323212734,35.88898582236733,35.95552090905534,311705.0319970215,11207516.79542667
2018-01-04,35.591554871119705,36.007794758154354,35.54330481615729,35.57684559928761,103988.90680755254,3699597.2815310047
2018-01-05,35.48290870294643,35.50711074390984,34.94264510221868,35.27923986707748,382530.43518126855,13495382.979217507
2018-01-08,35.176276794678834,35.604728144162166,35.015442066379926,35.14204718710378,382133.1543580826,13428941.342208551
2018-01-09,33.79229116954661,33.90715534921137,33.75027641029582,33.82562335244074,533825.0335483988,18056964.52091218
2018-01-10,33.74429069118612,34.065624167984765,33.64449698285697,33.68362746689725,272379.57106506015,9174732.00134875
2018-01-11,33.0738644597528,33.21124165600798,33.03303252637205,33.14105476400686,1189615.607320016,39425115.99030993
2018-01-12,35.33940083009824,35.702752015084236,35.20813192021274,35.308009274354255,935850.6291156305,33043022.692224946
2018-01-15,35.52710406791028,35.59739981264657,35.25543399488445,35.46689674818815,1711954.902936147,60717727.77999079
2018-01-16,35.2080395859217,35.2396918058013,35.1021718981636,35.23711006210138,67249.67819811514,2369684.312307883
2018-01-17,35.03959273101098,35.31829154184503,34.98248974530614,35.05629961049938,300596.49298473075,10537800.719938096
2018-01-18,34.561845334886215,34.6813656389093,34.49080626148142,34.6210697439865,727409.4242381228,25183692.408981115
2018-01-19,33.9554785405538,34.06743135242261,33.792024496616584,33.94068995925308,624469.7213678013,21194933.2018857
2018-01-22,33.65670576424282,33.85416621927186,33.3768956559643,33.696344842382146,605519.1350139513,20403781.582091056
2018-01-23,34.13736233035271,34.20980430170702,33.99597619250495,34.013119988827306,452634.48907347413,15395511.187937617
2018-01-24,33.9161888804966,33.94616663862011,33.52040419529189,33.86607628118951,970352.7204867305,32862039.251663372
2018-01-25,34.48592465513342,34.50092583219298,34.354447599508006,34.49489110085197,365439.5539581947,12605797.617731843
2018-01-26,34.28016757583151,34.52333267850091,34.08796322675412,34.371061971197484,408329.8889245638,14034731.916918369
2018-01-29,34.54057480009093,34.590045289790716,34.2538704150215,34.39378640569271,2710678.674303849,93230503.33847286
2018-01-30,35.525392925841395,35.65576480198384,35.36924076909929,35.42601780742698,383420.389639074,13583057.551084425
2018-01-31,35.843062100500035,35.98208726998352,35.69449415742474,35.8019915385139,931382.2378386824,33345338.99822265
2018-02-01,35.48826980454704,35.49964152962957,35.39173439200485,35.46705280184197,526544.4972979395,18674981.488185357
2018-02-02,35.37053729805388,35.56546542229353,35.34017793581775,35.351125653485695,824414.9193009611,29143995.402816545
2018-02-05,35.69707986315498,35.87106180922595,35.433635629009316,35.723195526530326,485828.5340317807,17355347.713584896
2018-02-06,37.215720881466645,37.40676104023265,36.839544615037205,37.06847526520317,932965.6445052029,34583613.91662545
2018-02-07,36.90926339511209,37.1220906987093,36.812436914978036,36.88644350531974,1092071.584766624,40282636.81525908
2018-02-08,36.62536646282004,37.221941572582644,36.53844350498788,36.723485562080036,433119.3741568429,15905653.08350596
2018-02-09,37.395614710554874,37.477140466641096,37.375196421131804,37.437034524133665,332508.8343051909,12448144.709462872
2018-02-12,36.63655984233259,37.04285367699406,36.63466673100266,36.81913575863078,308656.4675651,11364464.382058835
2018-02-13,36.67890783575141,36.86922963602739,36.44343700008461,36.62294728900035,253341.14867040562,9278099.533891067
2018-02-14,37.31442120074699,37.57411993425789,37.21567511945035,37.24967647047649,1367103.6551643014,50924168.856476076
2018-02-15,37.811608037267085,38.10942061251562,37.19566742096636,37.67022180293868,1718941.7142372394,64752915.64164044
2018-02-16,37.909734039497366,38.11039693976989,37.40701964290482,37.743328330215846,130935.34354643692,4941935.661502778
2018-02-19,38.182692435018566,38.44397783681363,37.97052235068385,38.234594074429594,269656.48347965366,10310206.185382688
2018-02-20,36.2816352141587,36.37325541288664,36.18717699329373,36.24152736112995,521712.27955379104,18907649.854086194
2018-02-21,37.04036456951565,37.252490355523136,36.77350055785902,36.959046768514334,890836.8181153287,32924479.62383893
2018-02-22,36.36358126251683,36.47117240191744,36.21681678498209,36.29852856716297,204049.76366638386,7406706.175567087
2018-02-23,35.144117033308156,35.221996750470176,34.98588457033927,35.172813065824776,320189.17848258483,11261954.12046796
2018-02-26,35.42911560337074,35.57662758385668,35.34120793679628,35.36511553912359,517930.4117443293,18316668.852564063
2018-02-27,35.88886052510085,36.03124481291154,35.6338920122111,35.84615290294576,867726.8875678562,31104670.689754598
2018-02-28,35.655572219847215,35.73837666227238,35.3535285869807,35.55161800421119,250808.58864973212,8916651.135850616
2018-03-01,34.84371177898642,34.91180561975043,34.83165753314605,34.83887837028919,961929.1206389619,33512531.634780027
2018-03-02,34.85324111783643,35.04272844135401,34.665592050389904,34.863147633258905,253679.2480879047,8844057.077582734
2018-03-05,34.8062904309936,35.02391539336078,34.79885199531638,34.8351916707093,899085.5332907062,31319816.880543638
2018-03-06,35.76489187548185,35.97967160350185,35.643929403511315,35.78520342670399,299426.851812918,10715050.803542819
2018-03-07,36.25537218964563,36.30754728961136,36.22399047395453,36.304265731405856,365143.16529258166,13256254.502788536
2018-03-08,36.42736653112295,36.658470827573666,36.27404505621191,36.445490920130815,808138.5037762354,29453004.50158489
2018-03-09,37.275081804825405,37.373036981655595,37.13122367689988,37.23088935796555,622980.1368631298,23194104.54776142
2018-03-12,37.13396235753818,37.19142664036562,36.98487318748777,37.09320643397534,787005.2607303954,29192548.600897145
2018-03-13,36.55634738719823,36.68848582564406,36.42280586088455,36.453655662848966,418178.96207179467,15244151.88881278
2018-03-14,36.95499442295728,36.96269404159189,36.71498211034995,36.86781152158234,386464.4264957044,14248097.635840042
2018-03-15,37.3387135224072,37.39381879508505,37.02220076104411,37.28559592448434,1107795.0793696605,41304799.69650922
2018-03-16,37.06175007186126,37.44181659532698,36.981629118557315,37.14114313432257,1755226.2692531967,65191110.09945598
