date,open,high,low,close,volume,amount,symbol
2018-01-02,6.61,6.8,6.58,6.65,203082.51,135893.434,600143.SH
2018-01-03,6.62,6.74,6.6,6.71,176565.14,118046.93,600143.SH
2018-01-04,6.66,6.74,6.62,6.69,88438.98,59013.913,600143.SH
2018-01-05,6.67,6.69,6.56,6.59,111912.74,73947.192,600143.SH
2018-01-08,6.58,6.64,6.47,6.61,176673.84,115603.812,600143.SH
2018-01-09,6.6,6.61,6.43,6.46,200373.08,129873.095,600143.SH
2018-01-10,6.5,6.56,6.45,6.55,178427.27,115872.961,600143.SH
2018-01-11,6.49,6.5,6.36,6.36,167409.97,107400.158,600143.SH
2018-01-12,6.36,6.64,6.36,6.63,262952.35,171184.075,600143.SH
2018-01-15,6.57,6.7,6.36,6.4,268382.74,175442.181,600143.SH
2018-01-16,6.4,6.46,6.36,6.43,84221.53,53996.055,600143.SH
2018-01-17,6.38,6.5,6.15,6.47,213021.88,134304.324,600143.SH
2018-01-18,6.4,6.52,6.38,6.45,100601.86,64904.051,600143.SH
2018-01-19,6.47,6.62,6.43,6.54,129251.24,84576.397,600143.SH
2018-01-22,6.52,6.73,6.51,6.71,162807.07,108422.473,600143.SH
2018-01-23,6.7,6.76,6.62,6.66,154906.95,103602.725,600143.SH
2018-01-24,6.67,6.69,6.59,6.67,81474.75,54166.573,600143.SH
2018-01-25,6.66,6.89,6.65,6.67,141826.08,95682.07,600143.SH
2018-01-26,6.64,6.66,6.49,6.53,125499.4,82334.922,600143.SH
2018-01-29,6.53,6.56,6.31,6.36,235203.02,150645.656,600143.SH
2018-01-30,6.4,6.54,6.31,6.48,168796.61,108301.284,600143.SH
2018-01-31,6.42,6.54,6.31,6.52,165401.48,106264.233,600143.SH
2018-02-01,6.49,6.53,6.19,6.32,232206.87,146634.868,600143.SH
2018-02-02,6.31,6.31,6.16,6.29,115278.9,71906.756,600143.SH
2018-02-05,6.2,6.37,6.15,6.35,76011.33,47793.003,600143.SH
2018-02-06,6.21,6.34,5.97,6.01,125405.03,76929.093,600143.SH
2018-02-07,6.11,6.18,5.94,6.01,84486.2,51035.303,600143.SH
2018-02-08,6.02,6.14,6.01,6.1,56872.45,34699.324,600143.SH
2018-02-09,5.99,6.04,5.74,5.99,135036.87,79465.703,600143.SH
2018-02-12,6.04,6.04,5.9,5.98,65951.34,39307.729,600143.SH
2018-02-13,5.98,6.12,5.98,6.01,48006.7,29062.269,600143.SH
2018-02-14,6.03,6.03,5.91,5.92,47161.19,28011.683,600143.SH
2018-02-22,6.03,6.09,5.94,6.06,44304.0,26766.129,600143.SH
2018-02-23,6.05,6.11,6.04,6.09,43151.0,26228.18,600143.SH
2018-02-26,6.1,6.24,6.08,6.22,64449.42,39801.148,600143.SH
2018-02-27,6.22,6.27,6.15,6.24,43553.47,27133.843,600143.SH
2018-02-28,6.23,6.31,6.17,6.28,64758.27,40584.67,600143.SH
2018-03-01,6.26,6.41,6.23,6.34,66872.83,42552.249,600143.SH
2018-03-02,6.29,6.41,6.28,6.31,55740.21,35368.356,600143.SH
2018-03-05,6.31,6.33,6.23,6.31,52134.85,32774.005,600143.SH
2018-03-06,6.32,6.39,6.32,6.38,53490.04,33986.543,600143.SH
2018-03-07,6.37,6.38,6.22,6.25,61775.0,38914.264,600143.SH
2018-03-08,6.24,6.32,6.21,6.27,32705.25,20505.909,600143.SH
2018-03-09,6.3,6.43,6.29,6.4,90221.95,57556.415,600143.SH
2018-03-12,6.45,6.51,6.42,6.49,128399.66,83172.147,600143.SH
2018-03-13,6.49,6.54,6.4,6.41,83364.37,53807.987,600143.SH
2018-03-14,6.41,6.41,6.28,6.32,69191.95,43817.198,600143.SH
2018-03-15,6.3,6.35,6.16,6.22,148604.58,92571.898,600143.SH
2018-03-16,6.22,6.23,6.08,6.12,146154.46,89821.978,600143.SH
2018-03-19,6.09,6.14,6.07,6.13,67900.99,41501.179,600143.SH
2018-03-20,6.08,6.13,6.02,6.1,60314.82,36620.69,600143.SH
2018-03-21,6.11,6.16,6.02,6.05,103019.44,63067.088,600143.SH
2018-03-22,6.05,6.11,5.99,6.06,69788.01,42187.934,600143.SH
2018-03-23,5.9,5.96,5.65,5.91,148131.83,86632.19,600143.SH
2018-03-26,5.81,5.92,5.8,5.92,73185.83,42916.372,600143.SH
2018-03-27,5.96,6.03,5.93,5.98,66443.98,39780.045,600143.SH
2018-03-28,5.95,6.0,5.8,5.84,104271.44,61567.429,600143.SH
2018-03-29,5.89,5.99,5.83,5.99,57451.84,34009.694,600143.SH
2018-03-30,6.03,6.03,5.96,5.99,52498.16,31464.66,600143.SH
2018-04-02,5.99,6.03,5.9,5.97,62510.91,37427.975,600143.SH
2018-04-03,5.9,5.94,5.85,5.87,61475.01,36219.407,600143.SH
2018-04-04,5.87,5.92,5.78,5.79,63918.77,37323.645,600143.SH
2018-04-09,5.78,5.93,5.76,5.8,76060.22,44274.66,600143.SH
