date,open,close,high,low,volume,amount,symbol
2025-06-05,55.7,48.38,55.7,48.2,521759,2707087009.0,603049.SH
2025-06-06,47.9,45.73,47.9,45.7,286701,1365486007.0,603049.SH
2025-06-09,45.45,45.66,46.18,45.42,150667,708269824.0,603049.SH
2025-06-10,45.7,45.96,46.29,45.42,150366,708773566.0,603049.SH
2025-06-11,46.11,45.65,46.13,45.65,114919,541135746.0,603049.SH
2025-06-12,45.71,45.34,45.72,45.3,104646,488961196.0,603049.SH
2025-06-13,45.25,44.01,45.25,44.0,127228,584500142.0,603049.SH
2025-06-16,43.7,43.85,44.01,43.5,56898,256424584.0,603049.SH
2025-06-17,43.85,43.69,44.04,43.56,55247,249154651.0,603049.SH
2025-06-18,43.58,43.59,43.8,43.51,46225,207614219.0,603049.SH
2025-06-19,43.7,42.7,43.71,42.61,73414,326169089.0,603049.SH
2025-06-20,42.67,42.19,42.82,42.17,48948,213826709.0,603049.SH
2025-06-23,41.8,42.53,42.58,41.71,45197,196216347.0,603049.SH
2025-06-24,42.49,43.0,43.17,42.38,53347,235758511.0,603049.SH
2025-06-25,42.89,43.26,43.35,42.81,50447,223589182.0,603049.SH
2025-06-26,43.08,42.78,43.17,42.78,43686,193460340.0,603049.SH
2025-06-27,42.75,43.12,43.33,42.75,46832,208016713.0,603049.SH
2025-06-30,43.12,43.58,43.64,43.07,48310,215947225.0,603049.SH
2025-07-01,43.52,43.25,43.52,43.12,35713,159242687.0,603049.SH
2025-07-02,43.27,43.3,43.43,43.14,30192,134592745.0,603049.SH
2025-07-03,43.22,43.39,43.49,43.14,28682,127926889.0,603049.SH
2025-07-04,43.31,44.12,44.57,43.31,80665,366580621.0,603049.SH
2025-07-07,44.29,44.92,45.01,44.15,87945,404584639.0,603049.SH
2025-07-08,44.71,45.0,45.13,44.58,65076,300789963.0,603049.SH
2025-07-09,44.8,44.61,44.92,44.56,48291,222121266.0,603049.SH
2025-07-10,44.69,45.2,45.36,44.58,75080,348274447.0,603049.SH
2025-07-11,45.06,44.95,45.15,44.83,45724,211621042.0,603049.SH
2025-07-14,44.95,45.38,45.38,44.83,43289,201139629.0,603049.SH
2025-07-15,45.39,45.1,45.39,44.75,44181,204672697.0,603049.SH
2025-07-16,45.19,44.93,45.2,44.84,37771,170063725.0,603049.SH
2025-07-17,44.95,45.0,45.06,44.73,31641,141988763.0,603049.SH
2025-07-18,45.03,45.07,45.12,44.86,27054,121747906.0,603049.SH
2025-07-21,45.06,45.74,45.92,45.02,54823,249405476.0,603049.SH
2025-07-22,45.66,45.69,45.98,45.43,38961,177850028.0,603049.SH
2025-07-23,45.74,45.3,45.86,45.3,38033,173365655.0,603049.SH
2025-07-24,45.3,46.26,47.1,45.3,80524,371409569.0,603049.SH
2025-07-25,46.04,46.14,46.42,45.89,43881,202506150.0,603049.SH
2025-07-28,46.15,45.77,46.15,45.7,37329,171255801.0,603049.SH
2025-07-29,45.77,45.61,45.86,45.38,31411,143094291.0,603049.SH
2025-07-30,45.68,45.47,45.9,45.28,32188,146832217.0,603049.SH
2025-07-31,45.33,44.9,45.51,44.85,32837,148342000.0,603049.SH
2025-08-01,44.81,44.91,45.12,44.81,17430,78382577.0,603049.SH
2025-08-04,44.84,45.32,45.35,44.7,23473,105848747.0,603049.SH
2025-08-05,45.07,45.35,45.42,45.07,22237,100780593.0,603049.SH
2025-08-06,45.35,45.38,45.43,45.2,18428,83574217.0,603049.SH
2025-08-07,45.33,45.31,45.46,45.17,26300,119245215.0,603049.SH
2025-08-08,45.31,45.1,45.32,44.99,24064,108525469.0,603049.SH
2025-08-11,45.1,45.3,45.35,45.02,20904,94566280.0,603049.SH
2025-08-12,45.21,45.25,45.48,45.21,25361,114938173.0,603049.SH
2025-08-13,45.35,45.26,45.36,45.2,25778,116678200.0,603049.SH
2025-08-14,45.35,44.64,45.35,44.64,40143,180536812.0,603049.SH
2025-08-15,44.64,45.15,45.19,44.6,29219,131387631.0,603049.SH
2025-08-18,45.31,45.48,45.56,45.29,46187,209956466.0,603049.SH
2025-08-19,45.57,45.5,45.73,45.25,37075,168570456.0,603049.SH
2025-08-20,45.7,46.68,47.4,45.7,127457,592600554.0,603049.SH
2025-08-21,46.68,47.29,47.96,46.54,101507,478984156.0,603049.SH
2025-08-22,47.55,47.09,47.56,46.9,67261,316652470.0,603049.SH
2025-08-25,47.0,47.18,47.3,47.0,68388,322199419.0,603049.SH
2025-08-26,47.2,48.18,48.8,47.1,107035,515998295.0,603049.SH
2025-08-27,48.23,47.14,48.5,47.11,75566,361439229.0,603049.SH
2025-08-28,47.2,47.71,47.77,46.55,68193,322827154.0,603049.SH
2025-08-29,47.86,47.45,48.32,47.41,52255,249573090.0,603049.SH
2025-09-01,47.69,47.21,47.69,47.04,42356,200289722.0,603049.SH
2025-09-02,47.3,46.96,47.46,46.41,50671,237612994.0,603049.SH
2025-09-03,47.2,46.26,47.27,46.19,35749,166431675.0,603049.SH
2025-09-04,46.31,46.08,46.61,45.66,40818,188065422.0,603049.SH
2025-09-05,46.26,46.64,46.98,46.0,40641,188934967.0,603049.SH
2025-09-08,46.52,47.0,47.1,46.49,38494,180571790.0,603049.SH
2025-09-09,47.03,46.64,47.05,46.45,31923,149271946.0,603049.SH
2025-09-10,46.64,46.42,46.87,46.31,23569,109703971.0,603049.SH
2025-09-11,46.35,46.61,46.73,46.21,27825,129422770.0,603049.SH
2025-09-12,46.71,48.81,50.63,46.65,157023,767997187.0,603049.SH
2025-09-15,48.8,48.43,49.28,48.25,59792,291608646.0,603049.SH
2025-09-16,48.43,48.16,48.59,47.89,42372,203915366.0,603049.SH
2025-09-17,48.1,49.45,49.68,48.1,69506,341504476.0,603049.SH
2025-09-18,49.46,49.69,51.28,49.14,99373,499195829.0,603049.SH
2025-09-19,50.0,50.03,50.26,49.23,59621,296798017.0,603049.SH
2025-09-22,50.39,50.8,51.5,50.1,68347,346910250.0,603049.SH
2025-09-23,50.44,50.5,51.38,49.62,58185,292856983.0,603049.SH
2025-09-24,50.3,50.65,51.39,49.89,46919,237651216.0,603049.SH
2025-09-25,50.6,50.64,51.25,50.0,47489,240892539.0,603049.SH
2025-09-26,50.56,49.99,50.88,49.94,35316,177432753.0,603049.SH
2025-09-29,49.99,49.9,50.24,49.61,32111,160187285.0,603049.SH
2025-09-30,50.19,50.55,50.8,49.5,47409,237408639.0,603049.SH
