date,open,high,low,close,volume,amount
2018-01-01,3819.684321872127,3842.991457544068,3804.169612103576,3816.478264257549,1393873.8271899712,5319689164.588009
2018-01-02,3853.86343458194,3876.4713837467834,3850.472579725004,3854.986460276275,48941.63662049494,188669346.51576948
2018-01-03,3865.6975966122477,3911.999049522216,3845.7546752826356,3870.9994893292787,586994.0449112726,2272253648.0908637
2018-01-04,3800.129655364811,3846.252668801584,3775.1832328946653,3811.622124123571,633901.2014613721,2416191843.9986787
2018-01-05,3847.26047705614,3859.8597932244857,3814.0394978557088,3853.9520307243706,135650.3739535728,522790034.1668922
2018-01-08,3872.4089289960502,3896.3162916986003,3864.7106537017503,3875.3485926878625,520215.85866505076,2016017795.7715125
2018-01-09,3857.0391001545136,3901.542160292324,3850.3516496374828,3851.1514416480754,373771.92661106674,1439452294.0157883
2018-01-10,3865.7285905296144,3896.1487376902596,3860.6971730144023,3878.799104541514,224941.2623100765,872501966.8227626
2018-01-11,3885.8715965389506,3931.2038684224385,3873.6206604733748,3896.5068229384474,507456.59614063404,1977308089.2071006
2018-01-12,3912.717272062421,3938.0277035567283,3885.221371818442,3910.9881087370923,199158.3310665844,778905864.5573366
2018-01-15,3904.8296408619767,3977.2069620088723,3882.978550833839,3913.026526200191,1234067.2173268076,4828937756.513854
2018-01-16,3942.146435267315,3970.140713561501,3932.5747708158488,3939.4915944325107,178594.92541815335,703573207.4931163
2018-01-17,3902.3289559272753,3905.5411177162437,3901.080119525134,3905.5328568189907,189963.99844848667,741910637.5532764
2018-01-18,3892.7568633697038,3908.7688528818567,3888.812318936474,3898.606999115892,321572.8128452631,1253686018.8839276
2018-01-19,3866.4902603036358,3888.5227678509837,3863.554613234193,3876.81475817441,433266.62791767804,1679694457.335715
2018-01-22,3904.7550720018735,3919.8446864514876,3880.296597886141,3905.477412016732,690195.0433974321,2695541151.874579
2018-01-23,3902.3586671215144,3923.192223906862,3854.3847581960754,3908.042845696662,541822.8022305742,2117466725.8925128
2018-01-24,3890.28880809423,3906.722262207898,3871.8674477098757,3895.0527284239674,460562.65688370005,1793915833.3050475
2018-01-25,3854.4630041896144,3876.754161671618,3833.07092077922,3859.3713794406813,71290.96946566149,275138327.16835344
2018-01-26,3849.6155848652375,3849.9323351522107,3814.7137775941255,3848.1711453618736,320208.2079521563,1232215986.3495224
2018-01-29,3850.3887960528364,3862.844737562846,3837.2269936122893,3849.2399546182023,411481.5028326685,1583891041.2898505
2018-01-30,3824.0755642831177,3861.100102433886,3811.09304880784,3837.2212796383087,847910.9292943376,3253621861.126126
2018-01-31,3896.724054627459,3899.0187969808976,3884.8862718958403,3897.975225364618,211440.820287326,824191079.1107693
2018-02-01,3949.2081284337132,3973.092163880112,3945.8631201680514,3946.061279955657,574996.0038233275,2268969466.8164673
2018-02-02,3828.376231899393,3838.0439368366665,3802.116234893632,3820.433841989832,331033.8873018631,1264693065.893486
2018-02-05,3741.329975245575,3751.5130789933532,3672.980009099869,3735.4781473364683,249416.7520370771,931690826.8141401
2018-02-06,3729.8856007025206,3737.277132675855,3715.819504275853,3728.3231066820085,430352.3889470431,1604492755.727064
2018-02-07,3701.672575475644,3724.4730596449235,3698.119245300202,3710.1498935455247,374743.4657811486,1390354429.6748095
2018-02-08,3714.614587926445,3722.139798212356,3699.229063853871,3720.34346880234,478373.7951501452,1779714824.433031
2018-02-09,3737.5536176206574,3740.944025490718,3729.164513668713,3730.7297483833795,415688.98549952375,1550823264.2783806
2018-02-12,3822.0716913845436,3829.9171735554523,3804.637745217065,3827.4466987181468,819064.8820614297,3134927178.881987
2018-02-13,3785.1446359612546,3785.9415120343738,3737.3949022856,3777.3914296445896,771954.5448983295,2915974481.9741397
2018-02-14,3770.573484755194,3780.048328720581,3749.3316183448014,3760.9907248323275,207619.90705129653,780856544.7104762
2018-02-15,3846.8285709147735,3873.1048009723854,3813.6690448195677,3855.0179859906743,1266944.377561796,4884093362.7504835
2018-02-16,3889.1745993258637,3890.068246943991,3857.577827133255,3885.75036216977,1150290.8674655568,4469743154.854867
2018-02-19,3916.6186709927247,3918.9730372905588,3904.354327295615,3917.496763386112,804333.7687161044,3150974935.627493
2018-02-20,3909.9007845793594,3935.0751673354935,3883.2761906999503,3894.1085882106745,503266.00812502345,1959772484.394157
2018-02-21,3824.9392292964626,3840.043388396711,3791.0031130657035,3818.5390069295904,1708382.05195815,6523523504.14061
2018-02-22,3823.0021885683677,3839.660231126911,3798.128301179664,3826.9091520423153,342125.88480111485,1309284679.6959612
2018-02-23,3835.730587297513,3849.770264804852,3817.075125982303,3832.608479543888,527139.7785474776,2020320385.1659498
2018-02-26,3770.3218080831443,3816.0965312927774,3764.093651702595,3777.2544580613226,228523.40013493676,863191031.9310213
2018-02-27,3745.951590618842,3764.3367366425923,3734.2098064959296,3747.0868269551393,509452.7502640131,1908963689.47035
2018-02-28,3746.057908265601,3749.5990456796426,3740.1114289364023,3744.522733196917,1018322.2152523362,3813130684.7318177
2018-03-01,3704.0834503731867,3719.169321961501,3689.990457165181,3702.977213181038,332129.88566480804,1229869398.4332078
2018-03-02,3701.5559429703408,3719.796518105976,3688.995376821824,3699.278899717433,784363.4123097921,2901579020.867979
2018-03-05,3697.46769021459,3716.140239882336,3689.821466125354,3704.1866427199225,229813.40969107556,851271762.4956033
2018-03-06,3692.6977704227106,3711.8425148742012,3683.3653088129468,3706.435895701597,642611.2373066264,2381797356.9344974
2018-03-07,3681.9744618736513,3727.8376398379155,3658.318491199658,3684.6488890019505,1425097.2994509384,5250983181.14158
2018-03-08,3705.039455565742,3726.425817872642,3686.2605448194886,3711.663715086466,378252.8808585709,1403947493.0096817
2018-03-09,3746.99007331958,3772.2718229487905,3716.3576814392018,3752.244597593392,421059.90852692333,1579919767.033316
2018-03-12,3783.501719074741,3784.52752635262,3752.733682913011,3767.397331039808,972392.7983831196,3663390033.350895
2018-03-13,3739.936799456627,3753.620157611408,3670.9750649970424,3731.258727563263,917681.8852192449,3424108543.351016
2018-03-14,3763.526818484668,3775.796406914244,3730.4866486957467,3764.8403800154206,432731.6636067195,1629165640.857827
2018-03-15,3732.1974769727253,3754.0583797293043,3724.0941099206125,3742.927968391115,530762.7037017875,1986606568.2643068
2018-03-16,3773.482608054156,3788.9801994680092,3757.395513399412,3783.305550698943,461636.3965398446,1746511541.4338524
2018-03-19,3738.3292766799464,3766.7345694800515,3732.9170314682274,3735.6306863945033,876083.5065348027,3272724430.8555083
2018-03-20,3785.6086626440274,3790.4814374068164,3770.0803852870627,3777.5296688848425,711353.5233557692,2687159039.542185
2018-03-21,3775.12053267232,3788.007453604917,3765.5861244243815,3777.300147657491,550549.4835865451,2079590645.6442122
2018-03-22,3722.794827584515,3724.179211800571,3714.5794440358,3721.7892026100303,270772.2610256218,1007757277.4514639
2018-03-23,3710.353700337609,3738.709183705252,3696.6884897951445,3708.463824657459,158247.02056559615,586853351.1273383
2018-03-26,3719.4546975337057,3754.5616970125243,3698.590966918007,3711.5402596254835,120121.69067004963,445836490.97616804
2018-03-27,3710.373027366003,3724.577132204237,3676.0007771516216,3724.3802079196894,603359.3756041778,2247139716.762982
2018-03-28,3682.552217978254,3695.154662827822,3651.1108274768235,3681.4039712616527,3806436.1133994963,14013029024.222677
2018-03-29,3636.408249792011,3667.204148426978,3616.0498147189605,3633.4612878513817,693631.321749262,2520282555.61713
2018-03-30,3649.7516066624107,3670.3158654851713,3638.4292376444555,3642.829559508908,853911.970155787,3110655766.1019893
2018-04-02,3626.0057499224467,3641.1544683586176,3599.6460489468336,3623.1352268878763,432322.6530493338,1566363433.6446667
2018-04-03,3626.0430422230875,3639.135294684104,3608.523322546013,3634.0430019037544,598673.6497286528,2175605787.22059
2018-04-04,3663.7171824333213,3679.5258567227424,3635.9669732314046,3667.976095702129,217746.2330602907,798687977.7943308
2018-04-05,3585.7998813010277,3600.917345432838,3550.824396308292,3596.7641318657343,484142.83328565984,1741347577.4617133
2018-04-06,3609.804359053902,3622.134907774667,3596.6759579537397,3608.4100515387013,196885.30293260582,710442906.102257
2018-04-09,3663.898176188689,3682.878046398835,3659.255288071885,3662.489143113786,686063.5972282715,2512700476.334134
2018-04-10,3653.829616367445,3685.259078695093,3646.225236207603,3650.0931501902132,189164.80224016673,690469148.9139189
2018-04-11,3608.3885410247444,3621.3399760619914,3571.131923310166,3615.401494286148,920569.6169334206,3328228768.655516
2018-04-12,3640.5208905836903,3649.265660742961,3628.1930424080733,3648.8419336398906,451808.17562872014,1648576617.1954105
2018-04-13,3671.7843714039036,3696.6742245541814,3635.9250251150343,3660.6151131363704,733131.2680366583,2683711399.6878223
2018-04-16,3702.195757774823,3715.955083446225,3695.638601831951,3700.847301503525,608747.056924886,2252879902.918677
2018-04-17,3699.0836590575827,3706.60774283406,3670.0946494054097,3686.2113836812377,170082.149601917,626958756.0235617
2018-04-18,3625.07830095049,3665.744132260774,3613.41095602443,3621.8950597692556,187133.48029966993,677777827.8148018
2018-04-19,3607.1917499878095,3643.2602337085914,3601.2671604233064,3617.7679846836877,958679.9898745143,3468281774.9248996
2018-04-20,3604.9101856062703,3606.0971952198443,3593.780287300204,3599.1126142022736,613132.3082979298,2206732224.9700365
2018-04-23,3642.3840260344778,3650.589310191371,3602.675770809871,3633.408559806551,817210.6448374542,2969260152.117437
2018-04-24,3639.233001776346,3657.4051250438056,3612.40941752911,3642.5165369142096,1979160.7948933332,7209125924.6112385
2018-04-25,3558.8158505793313,3588.006097803495,3525.959857848672,3572.567797604816,754208.3689926299,2694460531.7471204
2018-04-26,3527.0162189649704,3533.7010292846144,3522.0697576788048,3522.3298198986295,1440066.4782695302,5072389099.045168
2018-04-27,3559.5259475860994,3591.128662811069,3521.3124352252885,3560.525405381961,414193.28588975035,1474745717.1490898
2018-04-30,3592.327538794439,3613.2695306240507,3562.804378417775,3590.33423545557,294862.7650992311,1058655880.2968632
2018-05-01,3544.35029338681,3578.437209995356,3538.381468876422,3563.497048047721,531286.9792674466,1893239582.2857366
2018-05-02,3567.3521519484407,3570.210313389332,3558.6997077756237,3564.0936788556246,504682.52430973994,1798735794.721244
